date,headline,abstract,snippet,lead_paragraph,web_url,section,subsection,byline,document_type,news_desk,type_of_material,word_count,source,keywords
2023-04-06T00:00:00Z,Kerala-Style Vegetable Korma,"A korma can be made with any combination of meats and vegetables, braised or stewed. In the Indian coastal state of Kerala, where coconuts are abundant, vegetable korma is made with desiccated fresh coconut and coconut milk. This quick, convenient version uses the same foundation — onion, tomatoes, ginger and garlic — while skipping the fresh coconut. It works just as well with whatever combination of fresh or frozen vegetables that might be handy. Cashew butter is used in place of making a paste from soaked cashews. Black mustard seeds add complex bitterness; Thai green chiles, black pepper and garam masala give it a kick. Cutting corners doesn’t quell any flavor in this recipe.",,,https://cooking.nytimes.com/recipes/1024095-kerala-style-vegetable-korma,,,Zainab Shah,recipe,,Recipe,0,,"braise, broccoli, carrot, cashew butter, cauliflower, chile, coconut milk, coconut oil, corn, curry, dinner, easy, eid al-fitr, ghee, great leftovers, green bean, indian, lunch, main course, one pot, partial-access-ic, pea, quick, side dish, vegan, vegetables, weeknight"
2023-02-25T00:00:00Z,Quinoa and Broccoli Spoon Salad,"This easy chopped salad fits loads of texture and flavor onto a spoon by combining finely chopped raw broccoli with chewy dried cranberries, crunchy pecans, fluffy quinoa and chunks of sharp Cheddar cheese. The mixture is tossed in a punchy mustard vinaigrette that soaks into the florets, only getting better as it sits. Feel free to substitute the quinoa for any grain, like brown rice, farro or buckwheat groats, though the cook time may vary. ",,,https://cooking.nytimes.com/recipes/1023843-quinoa-and-broccoli-spoon-salad,,,Sohla El-Waylly,recipe,,Recipe,0,,"apple, broccoli, cooking 101, dijon mustard, dinner, dried cranberry, full-access-ic-2025-01, gluten-free, grain bowl, lunch, main course, make-ahead, partial-access-ic, pecan, quick, quinoa, sharp cheddar, vegetarian, weeknight"
2023-07-18T00:00:00Z,Grated Tomato Pasta,"It’s tough to highlight peak summer tomatoes in pasta. To make the most out of their bright flavor, summer tomatoes should be minimally cooked. This recipe gently warms the fruit, so they keep their acidity and succulence. Since the tomato hasn’t had the liquid cooked out, it doesn’t cling to the spaghetti the way a <a href=""https://cooking.nytimes.com/recipes/1023408-pasta-al-pomodoro"">cooked pomodoro</a> would, but this keeps the dish light and bright, and makes it perfect for a hot summer day. Be sure to serve with plenty of bread to sop up the cheesy sauce that is left behind at the bottom of the bowl. If juicy, ripe tomatoes aren’t around, swap out for cherry tomatoes and blend them instead of grating to get a similar effect.",,,https://cooking.nytimes.com/recipes/1024307-grated-tomato-pasta,,,Ham El-Waylly,recipe,,Recipe,0,,"basil, cooking 101, dinner, easy, five ingredient, full-access-ic-2024-08, heirloom tomato, main course, parmesan, pastas, quick, spaghetti, stovetop, summer, tomato, vegan, vegetarian, weeknight"
2024-06-08T09:02:35Z,Trump Vows to Lower Prices. Some of His Policies May Raise Them.,"Donald J. Trump has not released a detailed economic plan. But three of his key proposals would push prices up, economists say.","Donald J. Trump has not released a detailed economic plan. But three of his key proposals would push prices up, economists say.",,https://www.nytimes.com/2024/06/08/us/politics/trump-2025-inflation.html,U.S.,Politics,"By Charlie Savage, Maggie Haberman and Jonathan Swan",article,Politics,News,2360,The New York Times,"Presidential Election of 2024, Prices (Fares, Fees and Rates), United States Economy, Regulation and Deregulation of Industry, Inflation (Economics), Trump, Donald J"
2024-01-31T00:12:27Z,Track the Latest Atmospheric River to Hit the West Coast,Use these maps to follow the storm’s forecast and impact.,Use these maps to follow the storm’s forecast and impact.,,https://www.nytimes.com/interactive/2024/us/atmospheric-river-california-west-tracker.html,U.S.,,"By William B. Davis, Madison Dong, Judson Jones and Bea Malsky",interactive,Weather,Interactive Feature,0,The New York Times,"Weather, Rain, Floods, Atmospheric Rivers, California, Pacific Northwestern States (US)"
2024-06-07T22:41:51Z,If Trump Wins,Donald Trump and his closest allies are planning a radical reshaping of American government. Here are some of the policy stakes if he regains power in 2025.,Donald Trump and his closest allies are planning a radical reshaping of American government. Here are some of the policy stakes if he regains power in 2025.,,https://www.nytimes.com/interactive/2024/06/16/us/politics/trump-policy-list-2025.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",interactive,Washington,Interactive Feature,0,The New York Times,"vis-design, United States Politics and Government, Presidential Election of 2024, Illegal Immigration, Justice Department, International Trade and World Market, United States International Relations, Trump, Donald J, Europe, Mexico"
2024-02-22T20:01:37Z,Let Us Help You Find Your Next Book,"Reading picks from Book Review editors, guaranteed to suit any mood.","Reading picks from Book Review editors, guaranteed to suit any mood.",,https://www.nytimes.com/interactive/2026/books/what-to-read-next.html,Books,,By The New York Times Books Staff,interactive,,Interactive Feature,0,The New York Times,"vis-design, Books and Literature, genre-books-science-fiction, genre-books-thriller, genre-books-childrens, Content Type: Service"
2024-01-12T00:10:25Z,Tracking Freezing Temperatures in the U.S.,See detailed maps of the latest forecast for freezing temperatures in the United States.,See detailed maps of the latest forecast for freezing temperatures in the United States.,,https://www.nytimes.com/interactive/2025/us/freezing-temperatures-cold-weather-map.html,U.S.,,"By William B. Davis, Judson Jones, Bea Malsky and Madison Dong",interactive,Weather,Interactive Feature,0,The New York Times,"Wind, Weather, Cold and Cold Spells, Frostbite, States (US), United States"
2024-08-17T09:01:05Z,"Deploying on U.S. Soil: How Trump Would Use Soldiers Against Riots, Crime and Migrants",The former president’s vision of using the military to enforce the law domestically would carry profound implications for civil liberties.,The former president’s vision of using the military to enforce the law domestically would carry profound implications for civil liberties.,,https://www.nytimes.com/2024/08/17/us/politics/trump-2025-insurrection-act.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",article,Politics,News,3320,The New York Times,"Trump, Donald J, Civil Rights and Liberties, Insurrection Act (1807), United States Defense and Military Forces, United States Politics and Government, Presidential Election of 2024, Federal-State Relations (US), Barr, William P, Clark, Jeffrey B (1967- ), Miller, Stephen (1985- ), Vought, Russell T"
2024-06-13T20:29:16Z,"Courting C.E.O.s, Trump Says He Intends to Cut Corporate Taxes Again","Donald Trump cut the business tax rate to 21 percent from 35 percent in 2017. Speaking privately to business leaders, he said if he retook power, he wanted to make it 20 percent.","Donald Trump cut the business tax rate to 21 percent from 35 percent in 2017. Speaking privately to business leaders, he said if he retook power, he wanted to make it 20 percent.",,https://www.nytimes.com/2024/06/13/us/politics/trump-corporate-tax-rate.html,U.S.,Politics,"By Jonathan Swan, Maggie Haberman and Charlie Savage",article,Politics,News,1380,The New York Times,"Trump, Donald J, Taxation, Tax Cuts and Jobs Act (2017), Presidential Election of 2024, United States Politics and Government, Republican Party"
2024-05-17T20:03:58Z,"Flashback: Your Weekly History Quiz, May 18, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/17/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-05T21:15:49Z,Results: Times/Siena Recontact Study of Previous Poll Respondents,"Results of a recontact study in June re-interviewing 1,897 registered voters who had taken a Times/Siena poll in April or May, before the verdict in Donald J. Trump’s trial in New York.","Results of a recontact study in June re-interviewing 1,897 registered voters who had taken a Times/Siena poll in April or May, before the verdict in Donald J. Trump’s trial in New York.",,https://www.nytimes.com/interactive/2024/06/05/us/elections/times-siena-recontact-study-results.html,U.S.,Elections,,interactive,,Interactive Feature,0,The New York Times,New York Times/Siena College Poll
2024-10-25T20:59:27Z,"Flashback: Your Weekly History Quiz, Oct. 26, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/25/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-25T20:59:27Z,"Flashback: Your Weekly History Quiz, Oct. 26, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/25/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-27T17:54:12Z,"Flashback: Your Weekly History Quiz, Sept. 28, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/27/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-30T18:52:58Z,"Flashback: Your Weekly History Quiz, Aug. 31, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/30/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-08T20:23:00Z,"Flashback: Your Weekly History Quiz, Nov. 9, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/08/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-28T20:12:17Z,"Flashback: Your Weekly History Quiz, June 29, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/06/28/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-02-09T23:18:44Z,"Flashback: Your Weekly History Quiz, Feb. 10, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/02/09/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-12T22:07:58Z,"Flashback: Your Weekly History Quiz, Jan. 14, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/12/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-06T21:11:41Z,"Flashback: Your Weekly History Quiz, Sept. 7, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/06/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-22T20:18:11Z,"Flashback: Your Weekly History Quiz, Nov. 23, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/22/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-29T19:11:10Z,"Flashback: Your Weekly History Quiz, Nov. 30, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/29/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-19T22:31:14Z,"Flashback: Your Weekly History Quiz, Jan. 20, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-04T19:01:48Z,"Flashback: Your Weekly History Quiz, Oct. 5, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/04/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-04-19T20:21:26Z,"Flashback: Your Weekly History Quiz, April 20, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/04/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-01T18:22:21Z,"Flashback: Your Weekly History Quiz, Nov. 2, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/01/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-12-20T20:34:28Z,"Flashback: Your Weekly History Quiz, Dec. 21, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/12/20/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-04-12T19:14:07Z,"Flashback: Your Weekly History Quiz, April 13, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/04/12/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-11-15T19:49:35Z,"Flashback: Your Weekly History Quiz, Nov. 16, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/11/15/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-02-02T22:38:55Z,"Flashback: Your Weekly History Quiz, Feb. 3, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/02/02/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-07-12T19:30:16Z,"Flashback: Your Weekly History Quiz, July 13, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/07/12/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-20T20:57:22Z,"Flashback: Your Weekly History Quiz, Sept. 21, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/20/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-11T17:26:35Z,"Flashback: Your Weekly History Quiz, Oct. 12, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/11/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-02-23T21:44:23Z,"Flashback: Your Weekly History Quiz, Feb. 24, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/02/23/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-14T19:52:55Z,"Flashback: Your Weekly History Quiz, June 15, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/06/14/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-04-13T09:00:14Z,"You Ask, We Answer: How The Times/Siena Poll Is Conducted","The New York Times/Siena Poll has earned a reputation for accuracy and transparency. But, as with any poll, there are limits to just how much you can derive.","The New York Times/Siena Poll has earned a reputation for accuracy and transparency. But, as with any poll, there are limits to just how much you can derive.",,https://www.nytimes.com/article/times-siena-poll-methodology.html,U.S.,Elections,By The New York Times,article,Election Analytics,News,2205,The New York Times,"Polls and Public Opinion, New York Times/Siena College Poll, Content Type: Service"
2024-05-24T20:45:53Z,"Flashback: Your Weekly History Quiz, May 25, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/24/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-03-15T21:59:23Z,"Flashback: Your Weekly History Quiz, March 16, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/03/15/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-09T19:01:08Z,"Flashback: Your Weekly History Quiz, Aug. 10, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/09/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-27T16:50:11Z,"Connections Bot: Your Daily, Personalized Connections Analysis",See how you stacked up against other Connections players today.,See how you stacked up against other Connections players today.,,https://www.nytimes.com/interactive/2024/upshot/connections-bot.html,The Upshot,,"By Eve Washington, Eden Weingart and Asmaa Elkeurti",interactive,,Interactive Feature,0,The New York Times,
2024-12-30T05:00:12Z,19 Cozy Winter Dinners to Warm You Up,"When the weather outside is frightful, cook something delightful.","When the weather outside is frightful, cook something delightful.",,https://cooking.nytimes.com/article/winter-recipes-warming,Food,,By Margaux Laskey and Allison Jiang,article,Dining,NYT Cooking,1259,The New York Times,"Cooking and Cookbooks, Winter (Season), Weather, Food"
2024-04-26T20:57:43Z,"Flashback: Your Weekly History Quiz, April 27, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/04/26/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-12-06T21:39:34Z,"Flashback: Your Weekly History Quiz, Dec. 7, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/12/06/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-23T19:36:16Z,"Flashback: Your Weekly History Quiz, Aug. 24, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/23/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-21T20:50:16Z,"Flashback: Your Weekly History Quiz, June 22, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/06/21/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-10-18T17:54:14Z,"Flashback: Your Weekly History Quiz, Oct. 19, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/10/18/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-13T19:36:52Z,"Flashback: Your Weekly History Quiz, Sept. 14, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/13/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-02-16T22:31:02Z,"Flashback: Your Weekly History Quiz, Feb. 17, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/02/16/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-09-20T20:57:22Z,"Flashback: Your Weekly History Quiz, Sept. 21, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/09/20/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-12-27T23:14:34Z,"Flashback: Your Weekly History Quiz, Dec. 28, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/12/27/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-05-03T20:34:33Z,"Flashback: Your Weekly History Quiz, May 4, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/03/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-12-13T20:51:19Z,"Flashback: Your Weekly History Quiz, Dec. 14, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/12/13/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-06-07T19:29:36Z,"Flashback: Your Weekly History Quiz, June 8, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/06/07/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-03-08T22:06:46Z,"Flashback: Your Weekly History Quiz, March 9, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/03/08/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-03-01T22:48:43Z,"Flashback: Your Weekly History Quiz, March 2, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/03/01/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-03-22T19:30:11Z,"Flashback: Your Weekly History Quiz, March 23, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/03/22/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-04-05T20:01:55Z,"Flashback: Your Weekly History Quiz, April 6, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/04/05/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-03-29T21:38:35Z,"Flashback: Your Weekly History Quiz, March 30, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/03/29/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-07-05T19:53:19Z,"Flashback: Your Weekly History Quiz, July 6, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/07/05/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-07-19T21:01:39Z,"Flashback: Your Weekly History Quiz, July 20, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/07/19/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-05-10T19:59:25Z,"Flashback: Your Weekly History Quiz, May 11, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/10/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-01-26T22:09:17Z,"Flashback: Your Weekly History Quiz, Jan. 27, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/01/26/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-16T18:56:47Z,"Flashback: Your Weekly History Quiz, Aug. 17, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/16/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-05-31T20:13:05Z,"Flashback: Your Weekly History Quiz, May 1, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/05/31/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-08-02T21:18:30Z,"Flashback: Your Weekly History Quiz, Aug. 3, 2024",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2024/08/02/upshot/flashback.html,The Upshot,,,interactive,Upshot,Interactive Feature,0,The New York Times,Content Type: Quiz
2024-12-07T10:00:52Z,Which Colleges Offer Free Tuition?,Dozens of schools say they provide free tuition to students whose families earn under a certain income. How does it work?,Dozens of schools say they provide free tuition to students whose families earn under a certain income. How does it work?,,https://www.nytimes.com/article/which-colleges-offer-free-tuition.html,Education,,By Amanda Holpuch,article,Express,News,1346,The New York Times,"Colleges and Universities, Tuition, Families and Family Life, Financial Aid (Education), Income, Education (Secondary), Affirmative Action, Admissions Standards, Community Colleges, Scholarships and Fellowships, Wages and Salaries, Poverty, Student Loans, Federal Aid (US), Baum, Sandy, Brandeis University, Brown University, Carnegie Mellon University, College Board, Columbia University, Cornell University, Dartmouth College, Harvard University, Ivy League, Massachusetts Institute of Technology, Princeton University, Stanford University, Supreme Court (US), University of Pennsylvania, University of Texas at Austin, University of Wisconsin, Urban Institute, Yale University, Massachusetts, New Mexico, Oklahoma, Pennsylvania, Texas, Wisconsin, Personal Finances"
2024-09-18T19:53:55Z,Double-Murder Case Involving an Au Pair Goes to Trial: What to Know,Prosecutors in Virginia say a father was having an affair with his Brazilian au pair and charged both with murder.,Prosecutors in Virginia say a father was having an affair with his Brazilian au pair and charged both with murder.,,https://www.nytimes.com/article/brendan-banfield-murder-wife-au-pair.html,U.S.,,By Annie Correal,article,Express,News,1314,The New York Times,"Murders, Attempted Murders and Homicides, Banfield, Brendan (1985- ), Banfield, Christine (1985-2023), Magalhaes, Juliana Peres, Ryan, Joseph (d 2023), Childcare Workers, Herndon (Va), Virginia, Brazil, Child Care"
